#name=Regions with enrichment >= 5
#description= Algorithm: Enriched Region Detection |  Parameters: |    Read List = Read List filtered on read quality metrics |    Treatment = 1668-WPT-3_sequence_only_sacCer2_sorted |    Control = 1668-WPT-1_sequence_only_sacCer2_sorted |    Enrichment Factor = 5 |    Window Size (bp) = 100 |    Minimum reads in window = 10 |    Window Slide Size (bp) = 50 |    Minimum region size (bp) = 150 |    Minimum reads in region = 15 |    Upstream padding distance for genes = 5000
Chromosome	Start	End	Read Density	Treatment Count	Control Count	Enrichment Factor	Gene Symbol	Longest Transcript	Overlap Type	Distance to TSS	
chrIX	248651	248950	2.7333333	820	104	5.2261314	YIL057C	YIL057C	Upstream	-407
chrIX	248651	248950	2.7333333	820	104	5.2261314	SUP17		CDS-Exon	-47
chrIX	248651	248950	2.7333333	820	104	5.2261314	SNP1	YIL061C	Upstream	-3244
chrIX	248651	248950	2.7333333	820	104	5.2261314	VHR1		Upstream	-1189
chrIX	249102	249350	0.4698795	117	15	5.1700463	ARC15	YIL062C	Upstream	-4767
chrIX	249102	249350	0.4698795	117	15	5.1700463	YIL057C	YIL057C	Upstream	-833
chrIX	249102	249350	0.4698795	117	15	5.1700463	SNP1	YIL061C	Upstream	-3670
chrIX	249102	249350	0.4698795	117	15	5.1700463	VHR1		Upstream	-763
chrIX	268201	268450	0.704	176	21	5.555117	YIL046W-A	YIL046W-A	CDS-Exon, 5'UTR	17
chrIX	268201	268450	0.704	176	21	5.555117	SYG1	YIL047C	Upstream	-503
chrIX	268201	268450	0.704	176	21	5.555117	MET30	YIL046W	Upstream	-325
chrIX	268201	268450	0.704	176	21	5.555117	PIG2	YIL045W	Upstream	-2835
chrIX	300201	300400	1.6	320	40	5.3026114	tK(CUU)I		CDS-Exon	-2
chrIX	300201	300400	1.6	320	40	5.3026114	SSM4	YIL030C	Upstream	-292
chrIX	308101	308299	0.8442211	168	19	5.8607807	KRE27	YIL027C	Upstream	-4098
chrIX	308101	308299	0.8442211	168	19	5.8607807	IRR1	YIL026C	Upstream	-273
chrIX	308101	308299	0.8442211	168	19	5.8607807	RPB3	YIL021W	Upstream	-4703
chrIX	308101	308299	0.8442211	168	19	5.8607807	TIM44	YIL022W	Upstream	-2963
chrIX	324201	324550	2.857143	1000	98	6.763535	tD(GUC)I1		CDS-Exon	-3
chrIX	324201	324550	2.857143	1000	98	6.763535	tT(AGU)I2		Upstream	-1371
chrIX	324201	324550	2.857143	1000	98	6.763535	VID28	YIL017C	Upstream	-3412
chrIX	324201	324550	2.857143	1000	98	6.763535	MNT3	YIL014W	Upstream	-1726
chrIX	325651	325900	2.988	747	91	5.4410033	tD(GUC)I1		Upstream	-1403
chrIX	325651	325900	2.988	747	91	5.4410033	YIL014C-A	YIL014C-A	Upstream	-251
chrIX	325651	325900	2.988	747	91	5.4410033	tT(AGU)I2		CDS-Exon	29
chrIX	325651	325900	2.988	747	91	5.4410033	VID28	YIL017C	Upstream	-4812
chrIX	325651	325900	2.988	747	91	5.4410033	MNT3	YIL014W	Upstream	-326
chrIX	332951	333150	0.84	168	21	5.3026114	DOT5	YIL010W	Upstream	-1829
chrIX	332951	333150	0.84	168	21	5.3026114	PDR11	YIL013C	Upstream	-610
chrIX	332951	333150	0.84	168	21	5.3026114	TIR3	YIL011W	Upstream	-674
chrIX	336201	336399	1.919598	382	49	5.1673408	PDR11	YIL013C	Upstream	-3860
chrIX	336201	336399	1.919598	382	49	5.1673408	FAA3	YIL009W	Upstream	-3041
chrIX	336201	336399	1.919598	382	49	5.1673408	EST3		CDS-Exon	-91
chrIX	380101	380300	0.56	112	14	5.3026114	GAT4	YIR013C	CDS-Exon	181
chrIX	380101	380300	0.56	112	14	5.3026114	YIR014W	YIR014W	Upstream	-883
chrIX	380101	380300	0.56	112	14	5.3026114	STS1	YIR011C	Upstream	-1957
chrIX	380101	380300	0.56	112	14	5.3026114	RPR2	YIR015W	Upstream	-1745
chrIX	380101	380300	0.56	112	14	5.3026114	YIR016W	YIR016W	Upstream	-2425
chrIX	380101	380300	0.56	112	14	5.3026114	YAP5	YIR018W	Upstream	-4406
chrIX	406702	406900	0.5477387	109	14	5.160577	YIR024C	YIR024C	Upstream	-3313
chrIX	406702	406900	0.5477387	109	14	5.160577	YVH1	YIR026C	Upstream	-837
chrIX	406702	406900	0.5477387	109	14	5.160577	DAL1	YIR027C	CDS-Exon	838
chrIX	406702	406900	0.5477387	109	14	5.160577	DAL2	YIR029W	Upstream	-4003
chrIX	406702	406900	0.5477387	109	14	5.160577	DAL4	YIR028W	Upstream	-1664
chrIX	407003	407197	0.43589744	85	9	6.2600274	YIR024C	YIR024C	Upstream	-3612
chrIX	407003	407197	0.43589744	85	9	6.2600274	YVH1	YIR026C	Upstream	-1136
chrIX	407003	407197	0.43589744	85	9	6.2600274	DAL1	YIR027C	CDS-Exon	539
chrIX	407003	407197	0.43589744	85	9	6.2600274	DAL2	YIR029W	Upstream	-3704
chrIX	407003	407197	0.43589744	85	9	6.2600274	DAL4	YIR028W	Upstream	-1365
chrIX	407351	407600	0.712	178	25	4.719324	YIR024C	YIR024C	Upstream	-3987
chrIX	407351	407600	0.712	178	25	4.719324	YVH1	YIR026C	Upstream	-1511
chrIX	407351	407600	0.712	178	25	4.719324	DAL1	YIR027C	CDS-Exon	164
chrIX	407351	407600	0.712	178	25	4.719324	DAL2	YIR029W	Upstream	-3329
chrIX	407351	407600	0.712	178	25	4.719324	DAL4	YIR028W	Upstream	-990
chrIX	409002	409250	0.5060241	126	15	5.567742	YVH1	YIR026C	Upstream	-3162
chrIX	409002	409250	0.5060241	126	15	5.567742	DAL1	YIR027C	Upstream	-1487
chrIX	409002	409250	0.5060241	126	15	5.567742	DAL2	YIR029W	Upstream	-1678
chrIX	409002	409250	0.5060241	126	15	5.567742	DAL4	YIR028W	CDS-Exon	661
chrIX	425051	425300	0.764	191	18	7.0333247	YIR035C	YIR035C	Upstream	-3388
chrIX	425051	425300	0.764	191	18	7.0333247	IRC24		Upstream	-2313
chrIX	425051	425300	0.764	191	18	7.0333247	LYS1	YIR034C	Upstream	-4442
chrIX	425051	425300	0.764	191	18	7.0333247	GTT1	YIR038C	Upstream	-665
chrIX	425902	426100	0.5728643	114	15	5.037481	YIR035C	YIR035C	Upstream	-4214
chrIX	425902	426100	0.5728643	114	15	5.037481	IRC24		Upstream	-3139
chrIX	425902	426100	0.5728643	114	15	5.037481	GTT1	YIR038C	Upstream	-1491
chrIX	428051	428250	0.585	117	14	5.539335	GTT1	YIR038C	Upstream	-3640
chrIX	432351	432600	1.196	299	42	4.718693	YPS6	YIR039C	Upstream	-368
chrIX	432351	432600	1.196	299	42	4.718693	PAU15		Upstream	-1450
chrIX	433301	433499	0.72864324	145	19	5.058412	YPS6	YIR039C	Upstream	-1293
chrIX	433301	433499	0.72864324	145	19	5.058412	PAU15		Upstream	-525
chrIX	434002	434199	0.53535354	106	11	6.3872366	YPS6	YIR039C	Upstream	-1993
chrIX	434002	434199	0.53535354	106	11	6.3872366	PAU15		CDS-Exon	175
chrIX	438401	438699	0.8428094	252	29	5.759733	YIR042C	YIR042C	Upstream	-2570
chrIX	438401	438699	0.8428094	252	29	5.759733	YIR044C	YIR044C	Upstream	-374
chrIX	438401	438699	0.8428094	252	29	5.759733	YIR043C	YIR043C	Upstream	-818
chrIX	439101	439300	1.215	243	30	5.368894	YIR042C	YIR042C	Upstream	-3220
chrIX	439101	439300	1.215	243	30	5.368894	YIR044C	YIR044C	Upstream	-1024
chrIX	439101	439300	1.215	243	30	5.368894	YIR043C	YIR043C	Upstream	-1468
chrIX	439501	439885	0.84415585	325	31	6.9489865	YIR042C	YIR042C	Upstream	-3713
chrIX	439501	439885	0.84415585	325	31	6.9489865	YIR044C	YIR044C	Upstream	-1517
chrIX	439501	439885	0.84415585	325	31	6.9489865	YIR043C	YIR043C	Upstream	-1961
chrX	9	200	0.7239583	139	15	6.1421914				
chrX	7801	8047	0.6032389	149	17	5.8094783	YJL225C	YJL225C	Upstream	-1794
chrX	7801	8047	0.6032389	149	17	5.8094783	VTH2	YJL222W	Upstream	-3551
chrX	8151	8350	0.85	170	21	5.3657374	YJL225C	YJL225C	Upstream	-2120
chrX	8151	8350	0.85	170	21	5.3657374	VTH2	YJL222W	Upstream	-3225
chrX	8751	9199	0.7750557	348	39	5.914451	PAU1	YJL223C	CDS-Exon, 3'UTR	163
chrX	8751	9199	0.7750557	348	39	5.914451	YJL225C	YJL225C	Upstream	-2845
chrX	8751	9199	0.7750557	348	39	5.914451	VTH2	YJL222W	Upstream	-2500
chrX	9451	9649	0.5025126	100	13	5.0986648	PAU1	YJL223C	Upstream	-412
chrX	9451	9649	0.5025126	100	13	5.0986648	YJL225C	YJL225C	Upstream	-3420
chrX	9451	9649	0.5025126	100	13	5.0986648	VTH2	YJL222W	Upstream	-1925
chrX	60351	60549	0.59799	119	15	5.258423	tT(AGU)J		Upstream	-1278
chrX	60351	60549	0.59799	119	15	5.258423	PHO90	YJL198W	Upstream	-393
chrX	60351	60549	0.59799	119	15	5.258423	ACO2		Upstream	-1637
chrX	60351	60549	0.59799	119	15	5.258423	UBP12	YJL197W	Upstream	-3354
chrX	101451	101700	0.812	203	24	5.6064067	YJL171C	YJL171C	Upstream	-687
chrX	101451	101700	0.812	203	24	5.6064067	ASG7	YJL170C	CDS-Exon	198
chrX	101451	101700	0.812	203	24	5.6064067	ERG20	YJL167W	Upstream	-3433
chrX	101451	101700	0.812	203	24	5.6064067	QCR8	YJL166W	Upstream	-4853
chrX	135401	135599	0.6281407	125	15	5.5235534	RPA34	YJL148W	Upstream	-4934
chrX	135401	135599	0.6281407	125	15	5.5235534	FBP26	YJL155C	Upstream	-4860
chrX	135401	135599	0.6281407	125	15	5.5235534	VPS35	YJL154C	Upstream	-1568
chrX	135401	135599	0.6281407	125	15	5.5235534	INO1		CDS-Exon	429
chrX	135401	135599	0.6281407	125	15	5.5235534	DAS1		Upstream	-1875
chrX	159952	160150	0.38693467	77	10	5.103763	GLG2	YJL137C	Upstream	-3927
chrX	159952	160150	0.38693467	77	10	5.103763	YJL133C-A	YJL133C-A	Upstream	-207
chrX	159952	160150	0.38693467	77	10	5.103763	MRS3	YJL133W	Upstream	-565
chrX	159952	160150	0.38693467	77	10	5.103763	RPS21B		Upstream	-2782
chrX	159952	160150	0.38693467	77	10	5.103763	YJL132W	YJL132W	Upstream	-1860
chrX	204651	204900	1.976	494	56	5.847076	MDV1	YJL112W	Upstream	-526
chrX	204651	204900	1.976	494	56	5.847076	CCT7	YJL111W	Upstream	-3098
chrX	204651	204900	1.976	494	56	5.847076	tD(GUC)J1		CDS-Exon	45
chrX	268652	268850	0.23115578	46	4	7.6225038	DPB11	YJL090C	Upstream	-3705
chrX	268652	268850	0.23115578	46	4	7.6225038	EXO70	YJL085W	Upstream	-4071
chrX	268652	268850	0.23115578	46	4	7.6225038	ARG3		CDS-Exon	-42
chrX	354101	354449	2.2492836	785	95	5.4770393	tR(UCU)J1		Upstream	-1093
chrX	354101	354449	2.2492836	785	95	5.4770393	tD(GUC)J2		Upstream	-1175
chrX	354101	354449	2.2492836	785	95	5.4770393	RTT101	YJL047C	Upstream	-2172
chrX	354101	354449	2.2492836	785	95	5.4770393	YJL045W	YJL045W	Upstream	-1744
chrX	354101	354449	2.2492836	785	95	5.4770393	SUP7		CDS-Exon	37
chrX	355251	355799	3.1074681	1706	163	6.937312	RTT101	YJL047C	Upstream	-3422
chrX	355251	355799	3.1074681	1706	163	6.937312	YJL045W	YJL045W	Upstream	-494
chrX	355251	355799	3.1074681	1706	163	6.937312	YJL043W	YJL043W	Upstream	-4600
chrX	356103	356300	0.42929292	85	11	5.1218405	RTT101	YJL047C	Upstream	-4098
chrX	356103	356300	0.42929292	85	11	5.1218405	YJL045W	YJL045W	CDS-Exon	182
chrX	356103	356300	0.42929292	85	11	5.1218405	YJL043W	YJL043W	Upstream	-3924
chrX	356402	356600	0.67336684	134	17	5.224632	RTT101	YJL047C	Upstream	-4398
chrX	356402	356600	0.67336684	134	17	5.224632	YJL045W	YJL045W	CDS-Exon	482
chrX	356402	356600	0.67336684	134	17	5.224632	MHP1	YJL042W	Upstream	-4743
chrX	356402	356600	0.67336684	134	17	5.224632	YJL043W	YJL043W	Upstream	-3624
chrX	356701	356900	0.44	88	11	5.3026114	RTT101	YJL047C	Upstream	-4697
chrX	356701	356900	0.44	88	11	5.3026114	YJL045W	YJL045W	CDS-Exon	781
chrX	356701	356900	0.44	88	11	5.3026114	MHP1	YJL042W	Upstream	-4444
chrX	356701	356900	0.44	88	11	5.3026114	YJL043W	YJL043W	Upstream	-3325
chrX	356906	357099	0.5154639	100	8	8.28533	RTT101	YJL047C	Upstream	-4899
chrX	356906	357099	0.5154639	100	8	8.28533	YJL045W	YJL045W	CDS-Exon	983
chrX	356906	357099	0.5154639	100	8	8.28533	MHP1	YJL042W	Upstream	-4242
chrX	356906	357099	0.5154639	100	8	8.28533	YJL043W	YJL043W	Upstream	-3123
chrX	374251	374800	3.0127273	1657	189	5.811129	tD(GUC)J3		CDS-Exon	-36
chrX	374251	374800	3.0127273	1657	189	5.811129	tR(UCU)J2		CDS-Exon	46
chrX	374251	374800	3.0127273	1657	189	5.811129	tV(AAC)J		Upstream	-3829
chrX	374251	374800	3.0127273	1657	189	5.811129	NUP192	YJL039C	Upstream	-731
chrX	374251	374800	3.0127273	1657	189	5.811129	SNX4	YJL036W	Upstream	-4295
chrX	374251	374800	3.0127273	1657	189	5.811129	IRC18		Upstream	-2131
chrX	378401	378599	1.5778894	314	40	5.2031875	tD(GUC)J3		Upstream	-4011
chrX	378401	378599	1.5778894	314	40	5.2031875	tR(UCU)J2		Upstream	-3929
chrX	378401	378599	1.5778894	314	40	5.2031875	LOH1		Upstream	-2732
chrX	378401	378599	1.5778894	314	40	5.2031875	NUP192	YJL039C	Upstream	-4706
chrX	378401	378599	1.5778894	314	40	5.2031875	SNX4	YJL036W	Upstream	-320
chrX	378401	378599	1.5778894	314	40	5.2031875	KAR2	YJL034W	Upstream	-2822
chrX	390951	391200	3.108	777	100	5.1501613	EMT5		CDS-Exon	34
chrX	390951	391200	3.108	777	100	5.1501613	YJL028W	YJL028W	Upstream	-231
chrX	390951	391200	3.108	777	100	5.1501613	VPS53	YJL029C	Upstream	-227
chrX	390951	391200	3.108	777	100	5.1501613	BET4		Upstream	-3643
chrX	390951	391200	3.108	777	100	5.1501613	RRN7	YJL025W	Upstream	-2887
chrX	390951	391200	3.108	777	100	5.1501613	RNR2	YJL026W	Upstream	-1324
chrX	391701	391900	0.655	131	17	5.1076627	EMT5		Upstream	-691
chrX	391701	391900	0.655	131	17	5.1076627	VPS53	YJL029C	Upstream	-952
chrX	391701	391900	0.655	131	17	5.1076627	BET4		Upstream	-4368
chrX	391701	391900	0.655	131	17	5.1076627	RRN7	YJL025W	Upstream	-2162
chrX	391701	391900	0.655	131	17	5.1076627	RNR2	YJL026W	Upstream	-599
chrX	391901	392050	0.17333333	26	0		EMT5		Upstream	-866
chrX	391901	392050	0.17333333	26	0		VPS53	YJL029C	Upstream	-1127
chrX	391901	392050	0.17333333	26	0		YJL027C	YJL027C	CDS-Exon	269
chrX	391901	392050	0.17333333	26	0		BET4		Upstream	-4543
chrX	391901	392050	0.17333333	26	0		RRN7	YJL025W	Upstream	-1987
chrX	391901	392050	0.17333333	26	0		RNR2	YJL026W	Upstream	-424
chrX	396651	396850	1.815	363	42	5.7287145	tG(GCC)J1		CDS-Exon	40
chrX	396651	396850	1.815	363	42	5.7287145	YJL027C	YJL027C	Upstream	-4506
chrX	396651	396850	1.815	363	42	5.7287145	APS3		Upstream	-164
chrX	414851	415150	3.3833334	1015	125	5.3821507	tK(CUU)J		CDS-Exon	41
chrX	414851	415150	3.3833334	1015	125	5.3821507	VTC4	YJL012C	Upstream	-1607
chrX	414851	415150	3.3833334	1015	125	5.3821507	RPC17	YJL011C	Upstream	-236
chrX	414851	415150	3.3833334	1015	125	5.3821507	MAD3	YJL013C	Upstream	-3966
chrX	415851	416200	3.5742857	1251	133	6.2345557	tW(CCA)J		CDS-Exon	4
chrX	415851	416200	3.5742857	1251	133	6.2345557	VTC4	YJL012C	Upstream	-2632
chrX	415851	416200	3.5742857	1251	133	6.2345557	RPC17	YJL011C	Upstream	-1261
chrX	415851	416200	3.5742857	1251	133	6.2345557	MAD3	YJL013C	Upstream	-4991
chrX	424351	424550	1.83	366	41	5.9169383	SUP51		CDS-Exon	58
chrX	424351	424550	1.83	366	41	5.9169383	CCT8	YJL008C	Upstream	-2793
chrX	424351	424550	1.83	366	41	5.9169383	CTK2	YJL006C	Upstream	-347
chrX	424351	424550	1.83	366	41	5.9169383	NOP9		Upstream	-4895
chrX	424351	424550	1.83	366	41	5.9169383	CYR1	YJL005W	Upstream	-701
chrX	531751	531950	2.505	501	64	5.1886883	tG(GCC)J2		CDS-Exon	30
chrX	531751	531950	2.505	501	64	5.1886883	UTR1	YJR049C	Upstream	-3381
chrX	531751	531950	2.505	501	64	5.1886883	RAD7	YJR052W	Upstream	-205
chrX	531751	531950	2.505	501	64	5.1886883	BFA1	YJR053W	Upstream	-2170
chrX	531751	531950	2.505	501	64	5.1886883	YJR054W	YJR054W	Upstream	-4199
chrX	538451	538700	2.136	534	45	7.86554	HSX1		CDS-Exon	28
chrX	538451	538700	2.136	534	45	7.86554	HIT1	YJR055W	Upstream	-190
chrX	538451	538700	2.136	534	45	7.86554	tD(GUC)J4		Upstream	-2925
chrX	541401	541600	2.415	483	64	5.0022683	tD(GUC)J4		CDS-Exon	0
chrX	541401	541600	2.415	483	64	5.0022683	CDC8	YJR057W	Upstream	-2555
chrX	541401	541600	2.415	483	64	5.0022683	PTK2	YJR059W	Upstream	-4280
chrX	542801	543050	2.892	723	94	5.098122	YJR056C	YJR056C	Upstream	-430
chrX	542801	543050	2.892	723	94	5.098122	CDC8	YJR057W	Upstream	-1130
chrX	542801	543050	2.892	723	94	5.098122	PTK2	YJR059W	Upstream	-2855
chrX	578453	578648	0.5561224	109	13	5.557544	CDC11	YJR076C	Upstream	-1956
chrX	578453	578648	0.5561224	109	13	5.557544	MIR1	YJR077C	Upstream	-367
chrX	578453	578648	0.5561224	109	13	5.557544	BNA2	YJR078W	Upstream	-303
chrX	578453	578648	0.5561224	109	13	5.557544	YJR079W	YJR079W	Upstream	-1648
chrX	579001	579250	0.512	128	18	4.7134323	CDC11	YJR076C	Upstream	-2531
chrX	579001	579250	0.512	128	18	4.7134323	MIR1	YJR077C	Upstream	-942
chrX	579001	579250	0.512	128	18	4.7134323	BNA2	YJR078W	CDS-Exon	272
chrX	579001	579250	0.512	128	18	4.7134323	YJR079W	YJR079W	Upstream	-1073
chrX	579001	579250	0.512	128	18	4.7134323	CSN12	YJR084W	Upstream	-4601
chrX	579501	579799	0.64214045	192	17	7.4860396	CDC11	YJR076C	Upstream	-3056
chrX	579501	579799	0.64214045	192	17	7.4860396	MIR1	YJR077C	Upstream	-1467
chrX	579501	579799	0.64214045	192	17	7.4860396	BNA2	YJR078W	CDS-Exon	797
chrX	579501	579799	0.64214045	192	17	7.4860396	YJR079W	YJR079W	Upstream	-548
chrX	579501	579799	0.64214045	192	17	7.4860396	CSN12	YJR084W	Upstream	-4076
chrX	609751	610000	0.72	180	19	6.2794085	JJJ3	YJR097W	Upstream	-2531
chrX	609751	610000	0.72	180	19	6.2794085	IME1	YJR094C	Upstream	-4231
chrX	609751	610000	0.72	180	19	6.2794085	SFC1	YJR095W	CDS-Exon, 5'UTR	109
chrX	609751	610000	0.72	180	19	6.2794085	YJR096W	YJR096W	Upstream	-1313
chrX	610152	610390	0.6150628	147	16	6.089718	JJJ3	YJR097W	Upstream	-2135
chrX	610152	610390	0.6150628	147	16	6.089718	IME1	YJR094C	Upstream	-4627
chrX	610152	610390	0.6150628	147	16	6.089718	SFC1	YJR095W	CDS-Exon	505
chrX	610152	610390	0.6150628	147	16	6.089718	YJR096W	YJR096W	Upstream	-917
chrX	617751	618100	3.6085715	1263	137	6.1105824	tL(UAG)J		CDS-Exon	17
chrX	617751	618100	3.6085715	1263	137	6.1105824	YJR098C	YJR098C	Upstream	-2779
chrX	617751	618100	3.6085715	1263	137	6.1105824	RSM26	YJR101W	Upstream	-299
chrX	617751	618100	3.6085715	1263	137	6.1105824	URA8	YJR103W	Upstream	-2819
chrX	617751	618100	3.6085715	1263	137	6.1105824	AIM25		Upstream	-602
chrX	639401	639592	0.171875	33	3	7.2910905	RSM7	YJR113C	Upstream	-530
chrX	639401	639592	0.171875	33	3	7.2910905	YJR111C	YJR111C	Upstream	-2799
chrX	639401	639592	0.171875	33	3	7.2910905	YJR115W	YJR115W	Upstream	-437
chrX	639401	639592	0.171875	33	3	7.2910905	YJR116W	YJR116W	Upstream	-1320
chrX	639401	639592	0.171875	33	3	7.2910905	STE24	YJR117W	Upstream	-2502
chrX	646851	647050	0.945	189	25	5.0109677	ILM1	YJR118C	Upstream	-2858
chrX	646851	647050	0.945	189	25	5.0109677	YJR120W	YJR120W	Upstream	-167
chrX	646851	647050	0.945	189	25	5.0109677	ATP2	YJR121W	Upstream	-648
chrX	646851	647050	0.945	189	25	5.0109677	RPS5	YJR123W	Upstream	-4942
chrX	646851	647050	0.945	189	25	5.0109677	JHD2		Upstream	-470
chrX	646851	647050	0.945	189	25	5.0109677	IBA57		Upstream	-2816
chrX	647101	647296	0.15816326	31	4	5.1369047	ILM1	YJR118C	Upstream	-3106
chrX	647101	647296	0.15816326	31	4	5.1369047	YJR120W	YJR120W	CDS-Exon, 5'UTR	81
chrX	647101	647296	0.15816326	31	4	5.1369047	ATP2	YJR121W	Upstream	-400
chrX	647101	647296	0.15816326	31	4	5.1369047	RPS5	YJR123W	Upstream	-4694
chrX	647101	647296	0.15816326	31	4	5.1369047	JHD2		Upstream	-718
chrX	647101	647296	0.15816326	31	4	5.1369047	IBA57		Upstream	-2568
chrX	709001	709348	0.72988504	254	28	6.012782	DAN1	YJR150C	CDS-Exon	524
chrX	709402	709597	0.5	98	12	5.4130826	DAN1	YJR150C	CDS-Exon	199
chrX	710601	710800	0.645	129	16	5.344038	DAN1	YJR150C	Upstream	-1002
chrX	732503	732698	0.3010204	59	7	5.58668	THI11	YJR156C	Upstream	-3013
chrX	732503	732698	0.3010204	59	7	5.58668	HXT16	YJR158W	CDS-Exon	169
chrX	732503	732698	0.3010204	59	7	5.58668	SOR1	YJR159W	Upstream	-3435
chrX	735351	735550	0.63	126	15	5.567742	SOR1	YJR159W	Upstream	-585
chrX	736151	736350	0.455	91	10	6.0317206	SOR1	YJR159W	CDS-Exon	215
chrX	744205	744649	0.9550562	425	51	5.5235534	MPH3	YJR160C	Upstream	-4620
chrX	744205	744649	0.9550562	425	51	5.5235534	COS5	YJR161C	Upstream	-437
chrX	744651	744800	0.38	57	6	6.296851	MPH3	YJR160C	Upstream	-4918
chrX	744651	744800	0.38	57	6	6.296851	COS5	YJR161C	Upstream	-735
chrX	745001	745248	0.87096775	216	20	7.1585255	COS5	YJR161C	Upstream	-1134
chrX	745251	745550	0.95666665	287	35	5.4351764	COS5	YJR161C	Upstream	-1410
chrX	745553	745727	0.4342857	76	9	5.597201	COS5	YJR161C	Upstream	-1650
chrXI	104	700	1.0519263	628	70	5.9465003				
chrXI	852	1100	0.9558233	238	31	5.088796				
chrXI	1401	1600	0.54	108	14	5.1132326	MCH2	YKL221W	Upstream	-4608
chrXI	1701	1950	0.772	193	23	5.561978	MCH2	YKL221W	Upstream	-4283
chrXI	1701	1950	0.772	193	23	5.561978	PAU16		CDS-Exon	357
chrXI	2001	2199	0.37688443	75	9	5.5235534	MCH2	YKL221W	Upstream	-4008
chrXI	2001	2199	0.37688443	75	9	5.5235534	PAU16		CDS-Exon	82
chrXI	6951	7150	0.465	93	11	5.6038957	YKL222C	YKL222C	Upstream	-1429
chrXI	6951	7150	0.465	93	11	5.6038957	MCH2	YKL221W	CDS-Exon	942
chrXI	6951	7150	0.465	93	11	5.6038957	PAU16		Upstream	-4868
chrXI	15904	16146	0.20576131	50	6	5.5235534	FRE2	YKL220C	Upstream	-4798
chrXI	46651	46950	2.69	807	89	6.010123	TRT2		CDS-Exon	7
chrXI	46651	46950	2.69	807	89	6.010123	CBT1	YKL208W	Upstream	-358
chrXI	46651	46950	2.69	807	89	6.010123	AIM27		Upstream	-1395
chrXI	46651	46950	2.69	807	89	6.010123	STE6	YKL209C	Upstream	-504
chrXI	46651	46950	2.69	807	89	6.010123	LOS1	YKL205W	Upstream	-3252
chrXI	84101	84350	2.028	507	62	5.42021	ACP1	YKL192C	Upstream	-3683
chrXI	84101	84350	2.028	507	62	5.42021	tL(UAA)K		CDS-Exon	12
chrXI	84101	84350	2.028	507	62	5.42021	SDS22	YKL193C	Upstream	-4338
chrXI	84101	84350	2.028	507	62	5.42021	HYM1	YKL189W	Upstream	-484
chrXI	140901	141100	2.005	401	48	5.5373626	PIR3	YKL163W	Upstream	-3406
chrXI	140901	141100	2.005	401	48	5.5373626	MCD4	YKL165C	Upstream	-304
chrXI	171403	171599	0.44162437	87	11	5.2423544	DBR1	YKL149C	Upstream	-2667
chrXI	171403	171599	0.44162437	87	11	5.2423544	SDH1	YKL148C	Upstream	-367
chrXI	171403	171599	0.44162437	87	11	5.2423544	AVT3	YKL146W	Upstream	-287
chrXI	171403	171599	0.44162437	87	11	5.2423544	RPT1	YKL145W	Upstream	-2717
chrXI	219501	219700	1.475	295	38	5.145626	VPH2	YKL119C	Upstream	-739
chrXI	219501	219700	1.475	295	38	5.145626	tA(AGC)K1		CDS-Exon	61
chrXI	219501	219700	1.475	295	38	5.145626	SBA1	YKL117W	Upstream	-368
chrXI	258204	258395	0.21354167	41	5	5.4351764	YKL100C	YKL100C	Upstream	-3195
chrXI	258204	258395	0.21354167	41	5	5.4351764	UTP11	YKL099C	Upstream	-2183
chrXI	258204	258395	0.21354167	41	5	5.4351764	CWP2	YKL096W-A	Upstream	-598
chrXI	258204	258395	0.21354167	41	5	5.4351764	CWP1	YKL096W	Upstream	-2477
chrXI	258204	258395	0.21354167	41	5	5.4351764	YJU3	YKL094W	Upstream	-4694
chrXI	258204	258395	0.21354167	41	5	5.4351764	YJU2	YKL095W	Upstream	-3622
chrXI	277951	278349	0.358396	143	15	6.3189454	SRX1	YKL086W	CDS-Exon	225
chrXI	277951	278349	0.358396	143	15	6.3189454	HOT13	YKL084W	Upstream	-2003
chrXI	277951	278349	0.358396	143	15	6.3189454	snR38		Upstream	-4679
chrXI	277951	278349	0.358396	143	15	6.3189454	CYT2	YKL087C	Upstream	-643
chrXI	277951	278349	0.358396	143	15	6.3189454	MDH1	YKL085W	Upstream	-617
chrXI	277951	278349	0.358396	143	15	6.3189454	TEF4		Upstream	-4385
chrXI	302351	302700	3.0	1050	112	6.213998	tW(CCA)K		CDS-Exon	-37
chrXI	302351	302700	3.0	1050	112	6.213998	YKL071W	YKL071W	Upstream	-2233
chrXI	302351	302700	3.0	1050	112	6.213998	YKL070W	YKL070W	Upstream	-3330
chrXI	302351	302700	3.0	1050	112	6.213998	YKL069W	YKL069W	Upstream	-4404
chrXI	313001	313300	2.7466667	824	89	6.1367297	tH(GUG)K		CDS-Exon	-34
chrXI	313001	313300	2.7466667	824	89	6.1367297	YNK1	YKL067W	Upstream	-1306
chrXI	313001	313300	2.7466667	824	89	6.1367297	YKL065W-A	YKL065W-A	Upstream	-2448
chrXI	313001	313300	2.7466667	824	89	6.1367297	MNR2	YKL064W	Upstream	-4258
chrXI	313301	313450	0.41333333	62	8	5.1369047	tH(GUG)K		Upstream	-259
chrXI	313301	313450	0.41333333	62	8	5.1369047	YNK1	YKL067W	Upstream	-1081
