Hybridization REF	TCGA-AO-A03P-01A-11R-A00Z-07
INTS8	-0.48
CCDC102A	0.35575
CCDC83	-1.895
ITGA1	-0.0063
EPHA5	-1.762
FAM24B	-1.13
TSGA10	0.17775
HAL	-1.57783333333333
MYOT	0.25975
SPACA3	0.185
BCL2L2	0.105666666666667
CUGBP2	-1.4895
CCNB3	2.31975
RNF113B	0.31875
MERTK	-0.73925
BAG1	1.3945
VPS36	0.2165
ORMDL3	1.0227
C1orf190	-0.82475
ZNF625	-0.11675
CORO2B	-1.89975
ALOX15	1.892
CST1	-0.167
NUPR1	2.09033333333333
CCL7	1.785
SMCR5	-3.2305
DSC2	1.2255
RBMS2	0.59675
GRIK4	0.8835
TRIM65	0.0395
TMPRSS6	-0.661857142857143
TP53INP2	-0.96425
GLB1L	-0.140833333333333
LOC388284	0.029
PUS1	-0.248357142857143
BCL9L	-0.382
OLFM1	0.0543333333333333
RET	4.16775
MASTL	-1.8205
ALX3	0.18125
IL1RL1	0.235833333333333
ZNF765	-0.0871
C14orf138	-0.377
SNX10	-0.275
TAC4	0.3085
C1orf64	3.6805
POGK	0.50825
MAPK9	0.29075
ZNF366	2.50625
C8orf79	0.3479
CLDN7	2.167875
OR5AT1	0.393
TRIM37	-1.4705
LRRC25	1.4155
GRHL2	2.596
TEKT3	-0.475
LASS5	-0.146333333333333
ABCC4	-2.351
DLG3	1.03575
VGLL1	0.023625
ZFP36L2	-0.0663333333333333
MFRP	0.011
KIAA1799	0.327
FLJ44379	-0.474
PCNX	-0.55525
ANXA9	0.5465
CYP4V2	1.1649
PIK3C2A	0.5055
SRR	1.417
NOL3	-0.986
IFITM2	1.2215
ARNTL2	-2.05925
ZNF595	0.694
NLRP13	0.647
ASPH	-0.843125
CPA2	0.4115
PVRIG	-1.82483333333333
LEPR	-0.513
C16orf42	0.609333333333333
SH3BGRL	0.46775
FAM77D	-1.0415
FNDC7	0.0515
C9orf6	0.169166666666667
NOTCH2NL	1.061
PGBD1	-0.269833333333333
SYNGR2	1.29466666666667
PITPNA	-0.0794375
PRPF4B	-0.6977
SLC43A3	-1.02471428571429
NRBP1	-0.10275
SLC25A22	0.36575
ILK	-0.087375
SLC22A8	0.3715
MRPS7	0.07875
PITX2	-1.95
FABP3	-1.462875
OR1L1	0.079
LOC728215	-0.322875
BLID	-1.5165
KIAA1217	2.032
TFPT	1.0855
AP4B1	-0.74025
VBP1	-1.5115
OR1K1	0.479
MORC3	0.0785
BHMT2	-1.82616666666667
C3orf10	0.834125
FZD7	1.48866666666667
WFDC10A	0.04
PMS2CL	-0.040125
CCDC32	0.674333333333333
FA2H	-3.90975
ALG13	0.201
TTLL7	-1.05133333333333
SPOCK3	-0.252
SLC13A2	-0.0165
AIM1	-0.721
GPRC6A	-0.933
EGR2	2.57125
MED11	0.85075
WWC1	2.09425
SH3GL3	-2.87475
RIF1	-0.437357142857143
PRLH	-0.1685
VLDLR	-2.0285
DBT	0.1875625
C21orf63	-0.6865
CGGBP1	-0.12525
KRTAP12-2	-0.4765
TADA3L	0.148625
ZBTB16	0.77825
PDGFB	1.8375
RFX1	0.41875
UQCRB	0.2799
LOC133874	0.4275
HPS3	-2.183
LGALS3BP	1.3559
DKFZP564O0823	0.947928571428571
MRFAP1L1	0.716875
HOXA10	-1.73533333333333
NGB	0.002
KIF21A	-0.455538461538461
IFLTD1	0.0165
LZTS1	-1.211625
ARHGEF3	0.67375
RHBDL3	-2.1905
CSNK1G2	-0.155916666666667
ChGn	-2.045375
KIAA1244	1.62966666666667
GABRB2	0.074
MGC72080	0.863
CD27	2.99925
EGLN1	-1.4782
PEX13	0.15375
RWDD3	-0.10525
RNF12	-0.575666666666667
GRIN2B	0.1885
ADAMTS14	-0.591375
DYDC2	1.15516666666667
ATP6AP1	1.0979
NR1H2	1.149
PDK2	0.66025
C3orf17	-0.161333333333333
SLC38A2	-0.978142857142857
SLC25A29	-0.390166666666667
C15orf29	-0.121125
ADAM9	-2.25875
TMUB2	0.972625
GPR176	-0.33025
AGK	-0.383625
MCCD1	1.74525
NDUFA4	-0.0505
TMEM146	0.1745
DUSP1	0.411875
UNQ6975	-0.1965
EMX2OS	1.7965
INSM2	0.1825
LUZP4	0.03025
SETD6	-0.22825
P2RY2	1.024
SLC45A2	-1.1295
RABGAP1	0.641333333333333
UBXD5	0.10825
GPRC5A	1.1219
PAK3	-0.909333333333333
LOC63920	0.076
TGFBR1	-0.9531
KRTAP6-3	0.25275
SFMBT2	-1.102
CDC42	0.252125
C11orf35	0.9095
TTLL2	0.104666666666667
UACA	0.435083333333333
CD97	-0.7881
SETD5	-0.20675
NINJ2	-1.102
PTER	1.30333333333333
POMGNT1	0.48225
KRTAP4-2	0.371
ECGF1	1.66675
HRB	-0.51
ATP1B2	0.0985
LOC400506	-0.07925
COL4A3BP	0.227
C6orf97	0.38625
GRHPR	0.52425
TAS2R1	0.7155
SEMA7A	-1.3515
EDF1	0.24775
ODF2L	0.1788
PCID2	-0.853666666666667
GTF2H4	-0.203833333333333
ZCCHC3	0.305875
CGB2	-0.198
NEUROD1	-0.55575
C20orf75	0.544
RP5-1054A22.3	0.318833333333333
IFNA5	0.0115
ZNF134	0.734916666666667
MGC119295	-0.523
ZSWIM6	-0.06
SMEK1	-0.328333333333333
PCGF2	0.803375
C1orf102	2.56375
CYP2A13	0.1545
KCNH6	-1.415
MDM1	0.4806
ALDH7A1	0.544333333333333
C9orf75	0.89
VDAC3	-0.730875
OR51T1	-0.086
EIF3F	-0.386916666666667
KCNJ10	-0.333375
LENG8	0.25725
EDEM2	0.544
CCNJL	-1.113
DHX37	-0.327
CRYGN	0.0975
AATF	-0.450375
ZNF630	2.018125
E2F5	0.845
WFDC13	-0.8795
FTSJ3	-0.652166666666667
C4orf33	1.087
LHFPL4	-2.542
C19orf56	-0.135416666666667
SMAD4	1.088875
AFM	-0.00800000000000001
G0S2	-2.17975
FCHSD2	-0.3986
RRP1B	-1.3378
EEF1B2	-0.813333333333333
STAT6	1.38683333333333
ZNF195	-0.27625
GNL1	-0.454166666666667
ZNRF2	0.727333333333333
PER3	-0.347375
ASB16	0.0725
C10orf10	0.465214285714286
ADCY8	-1.86183333333333
C9orf58	-3.222
ARMC10	0.038
PSG1	-0.3875
DHX34	-0.273
VARS2	-0.6055
NFIC	1.24225
ITPR2	-0.53225
AGXT2	0.366
OR6K3	0.241
H2AFZ	-0.9755
MLLT3	-0.0964166666666667
COX4I2	2.1395
CCNT2	-0.492875
PLK4	-1.874
NUMBL	-0.6565
MED16	-0.21425
PLEKHQ1	0.27675
GOSR1	0.432611111111111
BTG4	0.0395
RPL30	0.8715
IGSF5	0.0655
IGFL2	1.02466666666667
ELMOD2	0.7395
SHC3	-1.37866666666667
HAVCR1	-0.104
DYNC2H1	-0.63375
RNF5	-0.332833333333333
C2orf7	-0.32525
NLF1	1.042
KLHL25	1.53175
LRP10	0.8373
KRI1	-0.06775
PUS7L	-0.409833333333333
MGMT	2.84875
HOXD1	-1.24916666666667
CSH1	0.4326
ATG16L2	-1.42825
FLJ44635	0.5805
CHODL	-0.0805
EXOSC8	-1.4995
SLC28A1	-0.0525
MYO7B	-0.570833333333333
SEH1L	-0.2824
MTNR1A	-0.0288333333333334
TSPAN5	0.239
CDC45L	-3.14816666666667
AMIGO1	0.611
ATAD3A	-0.846875
OSGIN2	-0.0268333333333333
PDIK1L	0.189
DARC	0.470375
PIPSL	0.294
SHMT1	-1.06025
CRISP3	0.2535
POPDC2	2.209
ZRANB2	-0.676166666666667
FBXL8	0.63325
TRIP13	-1.97690909090909
EIF5AL1	-0.333
POU5F1P3	-4.71983333333333
IL6	-2.95033333333333
CXorf38	-0.670833333333333
IFNA16	0.0975
FBXL2	1.7245
BRD1	0.10875
STATH	0.00599999999999999
FBXO44	0.476333333333333
MCCC2	0.435
CDC2	-0.4153
C5orf23	-0.543
IVD	1.05033333333333
C10orf122	-0.13575
MSL3L1	-0.0355
MVP	-0.49075
EPOR	-0.8214
ZMYM1	-0.262
BCL7C	0.191333333333333
PSTPIP2	2.2163
LYPD1	-1.34575
OR8G5	-0.349
ZP3	0.628833333333333
BCAS4	1.55816666666667
EDG6	1.003
ISY1	-0.405
PRAMEF2	-0.42725
CUL1	-0.024125
RNF213	0.9692
CCRK	1.4805
DHX9	-0.09175
C13orf29	-0.6285
NCKAP1	0.166666666666667
MRPL43	0.0974285714285714
XPR1	-0.485
PKN2	0.6226
PODNL1	-0.27
ZNF333	0.943625
DALRD3	0.731
OPN1SW	0.3655
BTBD6	0.46775
C11orf82	-2.4655
OR5P3	-0.0405
DUSP11	-0.03775
L1CAM	-1.4141
NEK11	1.933
OR7E91P	1.829
CNTN3	0.6785
CREB3L2	-0.42575
ZBTB37	0.578
KIAA1324L	-0.72775
NDUFB10	-0.0975
NUDT2	-0.54425
GTPBP8	-0.961
CACNA1D	1.670125
PRKAA2	-1.27366666666667
PRDM8	-0.37
MGC16075	-0.189
KRT14	-1.25864285714286
PP8961	0.574875
MRPL18	0.13575
ABCG2	-2.33475
PACRG	0.51375
BBS2	0.298
KREMEN2	-4.526
FBXO21	1.08575
HNRPUL1	-0.0221666666666667
GRB10	-0.06025
CLSTN1	1.05
LMAN2	0.4731
C17orf61	-0.0405
NIPSNAP3A	0.7355
INSIG2	-1.97966666666667
PCDHB7	-0.469
STXBP2	0.67925
CMAH	-0.0790833333333333
SEMA5B	-0.31375
ZNF155	0
COQ6	-0.1495
PRPF4	-0.38825
TSPAN15	4.1161
VN1R5	0.5865
LATS2	-0.0975
SELK	0.75975
PGK2	-0.02075
MS4A1	-1.599125
TYW3	-0.1901
KRTAP5-1	0.9755
RCCD1	-0.8775
BTN1A1	0.452
DDX28	0.68925
TMEM65	-0.728375
LOC92345	0.817
TTC31	0.0675
WDR46	-0.630166666666667
CHP2	-1.27783333333333
LSP1	-0.430875
ZNF542	-0.93
EXOSC1	-0.89125
ARHGAP18	-0.8285
LRRTM4	-0.848125
MAOB	-1.8585
CACNB4	-2.304
MGC33846	0.639625
RANBP3L	0.349125
ATP5L	-0.719
ONECUT1	-2.4975
NUDT9	0.71925
TMEM149	-0.47
STX17	0.7465
IGSF10	-4.64
TMPRSS9	0.6115
BMPR2	0.974166666666667
ALLC	-0.00899999999999999
KLF7	0.191875
GCC1	0.9614
TIMM9	-0.262
CDO1	-1.97866666666667
MGC10701	-0.789166666666667
IFI6	2.7235
FRMD8	-0.2485
MGAT2	-0.264
WBP5	-0.2005
CNIH2	0.20625
KIAA0907	-1.2838
KCNH8	-0.086
CTSG	-3.30525
GRIK1	2.35016666666667
CUL5	0.429875
FRMD1	0.327
OR9A4	0.7685
SYT6	-1.20825
FOXD4L2	2.02375
ANAPC2	0.083
OPN5	null
TAF13	-0.8165
LYG2	-1.172
GGNBP1	0.3245
C11orf40	0.482
OTX2	-0.9585
REG4	-0.1234
EIF5	-1.02825
PALB2	-0.27025
SEPSECS	0.3665
RNASE3	-0.1415
TRIM49	-1.4505
POLR2K	1.0215
GPR42	-0.1705
C8B	-2.48325
SASS6	-1.22625
PREB	-0.439166666666667
OR3A3	0.323
TUBA8	0.393125
IGLV2-14	-0.427
STIL	-1.83925
ANKFN1	-1.2725
NME7	-0.62175
HOXC12	-1.27175
UBE2C	-1.860375
FHOD1	-0.791375
CDK2AP1	0.425916666666667
OR6K2	0.402
DHPS	0.852
RPL5	-0.31325
TRGV5	0.5725
LOC541472	0.0852857142857143
HCCS	-0.4718
DENND1B	0.474
LHX3	0.3315
OR5D16	0.289
CXorf57	-0.891
IRF2BP1	0.54175
NDST2	1.31516666666667
LCE3D	0.2755
BOLL	0.3635
SYT3	0.2545
PIH1D2	0.589
C20orf7	0.286666666666667
IL1R2	-1.09416666666667
SLAMF9	-0.133
PPME1	-0.55775
PIK3CA	-0.26125
TRAPPC1	0.253625
COLEC10	-1.336
SLC9A6	-2.17133333333333
PDDC1	-0.108583333333333
CCDC53	0.47675
GK3P	-1.5565
DAZL	-0.43475
BRI3	0.00950000000000001
SDK1	-0.89575
CYP2C18	0.49675
IFI44L	2.9265
RPL3L	0.809
FUT9	-1.09733333333333
KIFC2	0.045
PMP2	-0.512571428571429
SLC4A9	0.3495
PLAG1	-0.588
MYCBP2	-0.355
OR4E2	0.324
CCDC65	-0.06225
C16orf82	-0.184875
ENTPD4	-1.24875
BRP44L	-0.048875
PMP22CD	-0.18325
TMCO4	0.568
KCNN1	-0.841166666666667
WDR35	0.015
CCDC80	0.62225
C3orf31	-0.28675
SLC7A9	-0.23625
TMEM190	-1.07375
DBC1	-1.3365
FADS3	-1.379
PDZD8	-0.8275
GRM5	0.390875
AZGP1	3.5661
PEX3	0.5155
MED1	0.1765
ATG4C	-1.14433333333333
HNRPH3	0.340625
FAM109B	1.84825
C4orf17	-0.225
CA10	-0.35825
OPRD1	-0.234
CCL16	-1.17475
SACM1L	-0.662
CST6	3.728
CD63	0.4815
LGI1	-1.49966666666667
ZNF784	1.3465
CRYBB1	-1.2285
CX3CL1	0.5509
TOP2A	-1.088625
GYPB	-3.35716666666667
GADD45GIP1	-0.2375
FEN1	-1.037125
IGF1R	5.1575625
WDR72	0.869666666666667
PURG	-1.00333333333333
DEFB126	0.178
PKD1L1	-0.6555
CAV1	-2.554
GNPDA2	1.3529
DGAT2	-0.50825
NLGN1	-0.5375
STRBP	0.768625
HPRT1	-0.573333333333333
FANCI	-1.324
PSMA7	1.816375
DBF4B	-0.254
TTF1	-0.0425
RAD54L	-1.9585
ELOF1	-0.15725
PLAGL2	-1.93225
ZNF256	1.453
HMGCL	0.40925
MSI2	-0.643833333333333
RPESP	-3.48116666666667
C11orf60	0.19475
ABCD1	0.06
ACAA1	-0.2149
SPARCL1	4.41864285714286
IL6ST	0.3369
ZNF319	-0.1715
TMEM109	-0.4849
FAM90A1	-2.59333333333333
IL22RA1	-1.397
ATP4B	0.3085
TEC	-1.267
C7orf30	-1.05175
TXNDC2	-0.726833333333333
ABCB4	-0.63325
KIAA1191	0.694875
C9orf38	-0.433
SFTPB	-0.17
CNTNAP2	-0.278583333333333
FRK	1.2625
TBX19	-0.9
CHD4	0.26825
C6orf26	-1.92066666666667
MOSC2	0.82775
IKBKE	0.99575
HIF1A	-2.4805
LOC595101	-0.198
RELA	0.492
TMEM16B	-0.115333333333333
ABHD12B	-2.28525
TSEN34	1.21825
KIF18A	-2.6655
TXNDC9	-0.5805
SPATA2L	-0.0555
SEMA4G	-1.3385
C21orf91	-0.689125
MATN1	0.19
KCNIP4	0.183333333333333
TUSC1	2.106
OR4C15	0.47275
ARMCX6	-0.0150833333333333
WBSCR27	0.998
OR52I2	0.166
KIAA1604	-0.87625
DYNC1I1	-1.46925
PPP4C	0.0845
SLC47A2	-1.43316666666667
TREH	-0.15625
CD48	0.885833333333333
ST14	0.994
PKN1	0.61475
SPON2	0.32025
XBP1	2.25958333333333
SFRS12	-1.02066666666667
EFCAB6	1.8555
SELT	-0.687
SLC39A2	0.0455
ERF	-0.329333333333333
ARL3	0.922375
SURF6	-0.1873
MLLT10	0.0366666666666667
FLJ11171	0.265333333333333
TDGF1	-4.10916666666667
ERCC6	-0.564
EIF2AK4	0.033625
BAZ1A	0.630833333333333
LRRN3	-0.515666666666667
TMC3	0.468
EFTUD1	1.00025
PTPRO	0.4775
CLEC12A	0.47325
ACBD4	0.662
ZDHHC14	-0.091875
OTUD7B	1.00325
ACTB	0.058125
MSRA	0.03975
LCE5A	1.26
IFI35	0.82225
BSCL2	-0.429666666666667
ANKRD12	0.0428333333333333
CFHR2	0.26575
RGAG1	0.451333333333333
HSFY1	0.102
SLC30A5	-0.0965
IMPG1	0.2245
GPR109A	0.5335
ZNF185	0.23925
IYD	1.9135
NPCDR1	0.662
SERPINA13	0.152
HMGCLL1	-2.06175
NEUROG1	0.975666666666667
UBQLN1	0.35675
LIN37	-0.228
SOCS2	-3.433125
DSCR4	-1.842875
XKR6	-3.675
GPR142	0.79
KRTAP13-3	0.49
CCDC15	-0.918666666666667
MOS	1.5295
CD1E	-1.2825
OFCC1	-0.788
FAM83D	-2.4055
SRFBP1	-0.03825
C9orf96	0.5895
DHDH	1.8415
CCDC90A	-0.268
RABL3	0.18885
CD320	-1.04683333333333
ANGEL2	0.2985
MRPL21	-0.69525
SMG6	0.5485
INSR	1.5803125
FLJ14816	-0.8365
GLRB	-0.731
C9orf89	1.3255
CIZ1	-0.00625
URG4	0.2395
LRDD	-0.8315
CBY1	0.142
NFX1	0.564375
MTERFD2	-0.154857142857143
C19orf23	0.0575
PGC	-2.380375
IER3IP1	2.5152
RASAL2	0.427333333333333
C1orf89	-0.34775
SYNJ1	-0.83025
NFKBIE	0.19225
FLJ40125	-1.36983333333333
TCEB2	-0.2744
NOG	-1.83
POLR2J2	-0.280666666666667
HLA-B	2.4435
PCDHA1	1.724
PPP2R2B	-1.72675
ARHGEF17	0.326666666666667
TCF7L2	-0.149857142857143
CHD5	-0.669333333333333
ZNF431	-0.468375
TBC1D25	0.43625
ZNF800	0.42875
SCUBE2	1.53190909090909
MYCBP	-0.0956666666666667
GPX5	-0.2205
C6orf129	0.453166666666667
QSER1	-0.471833333333333
ULK2	2.227
PIGO	1.06766666666667
NRCAM	-0.116714285714286
SLC35E3	0.59825
CSRP2	-2.3395
HYPE	0.28925
MAPK15	0.0705
MGC14327	0.2545
TIMM13	0.406333333333333
ZNF462	-2.43125
GBA3	0.03175
TEX13A	0.2465
MCM6	-1.15011111111111
MTRF1	-0.737375
ABCA7	-0.95975
EIF4A2	0.10525
ZC3H10	1.0003
RPGR	0.393666666666667
C20orf94	0.95925
RP1L1	-0.254
GPR125	-0.40225
USP22	0.215571428571429
OR1L4	0.1565
MLZE	0.90125
FLJ32065	0.20775
PTCD1	0.15025
CRTAC1	-0.353666666666667
BXDC2	-0.83975
C18orf1	0.5695
FAM107A	0.122714285714286
EFNA3	0.14125
P18SRP	-0.1058
CAMKK2	0.69375
KIAA0649	0.57775
NES	-0.529666666666667
HS6ST3	-1.081125
PON2	-1.26475
TCP11L2	-0.02225
CLEC4A	1.141
PRR12	1.4095
MLXIPL	-1.2545
C2orf50	0.6385
ZNF28	2.35925
ENC1	-0.575166666666667
MAP2K1	-0.48525
FKSG2	1.142
KIAA0430	0.83175
PTP4A1	-0.508444444444444
GPR156	1.307
GTF3C6	-0.25625
UBR2	-0.0476
LOC388272	-1.0795
MAK	0.0224
ACOT4	3.6535
STC2	3.0525
PIGW	-1.1025
SAE1	-0.9575
COL6A1	0.117272727272727
OAZ1	0.146833333333333
STMN4	1.0305
EDG3	0.561
SGCE	-2.51033333333333
IL11	-1.249
PRSS8	1.620375
YIPF5	0.11375
WNT4	2.31225
CSN2	0.110833333333333
TCF7	-2.884375
TDO2	3.12125
SAMD9	0.2663125
S100A7A	-0.796
MMRN1	0.517166666666667
GKAP1	0.2465
AKR1C3	-2.701
RNF19A	0.381375
GMDS	-0.16925
YKT6	-0.6735
SPARC	1.109
C12orf31	-0.4435
UBE2V2	-0.6945
FBXL18	-1.1855
KIAA0460	0.70925
ADAM22	-0.42875
SERPINC1	-4.33475
KCTD21	0.388
MYOHD1	-2.003
ZNF37A	0.996
GTF3C1	0.332833333333333
CTSZ	1.7195
PRNPIP	-0.57375
DRD1IP	0.41925
NR1I2	-1.51216666666667
ZNF266	0.2413
SPAG4L	0.582
COX4NB	-0.189
SAPS1	1.51633333333333
APOA1	-3.445625
TATDN1	-0.571
C10orf82	2.504
KPNB1	-0.57125
FOXO3	1.10466666666667
CRYBB2	0.142
ZBTB5	-0.0468333333333333
SLC25A38	0.89125
DCTN2	0.319833333333333
IFT20	0.069
CTHRC1	1.24925
C1orf31	-0.05525
UHRF1	-1.047125
GPC6	-1.4895
C10orf54	1.10275
MCF2L2	-0.4148
WNT9B	0.128875
OLA1	-0.956375
FAM120B	0.63725
TTLL10	-0.0335
CYorf15A	-5.08325
RELN	-2.185
SCN2B	0.0740833333333333
MFHAS1	-0.618
NKX3-2	-0.892833333333333
RASGRF2	-0.3985
SSBP1	-1.00516666666667
KPNA6	-0.339
LOC389118	0.391
HS3ST4	-1.5563
SUPT7L	-0.585375
FLJ32658	0.0885
IGFBPL1	-0.88125
KIAA1641	-2.064
SHKBP1	-0.4195
CSF1R	4.535
NAGK	-0.046
MYL2	0.174
HIST1H4C	-1.03666666666667
TOMM7	-0.249875
ADAMTSL3	2.3907
TNFSF14	-1.2215
PRRT2	-0.99275
VTA1	0.0855
AOAH	2.52166666666667
CRISPLD2	0.807642857142857
PNN	-0.8386
TA-NFKBH	-0.94125
ESPN	0.000499999999999999
RBM43	0.2875
KIAA1267	0.711
DDX3X	0.198055555555556
KIAA1576	-4.20825
PLXDC1	3.89116666666667
FLJ25801	-3.7875
HNRNPL	0.24175
RUNDC3A	0.508166666666667
CASP12	0.5965
SH2D5	-1.48675
RPL26L1	0.232
OR51A7	0.10875
HDC	3.424
C2orf16	0.3155
SYTL3	1.217
GOLGA4	0.3111875
NOTCH1	0.202666666666667
ATPAF2	0.83525
ECD	1.77725
SSX5	-0.956
SNAP91	0.442
OCA2	-3.6865
PNPO	1.071
DAPK1	-0.8105
PINX1	-1.36583333333333
SELENBP1	1.669375
NEK3	-0.153916666666667
TMED4	-0.116428571428571
SSTR4	0.309
FOSL1	-2.1778
CD40LG	0.124
CES1	-0.989
DCI	-0.114666666666667
B3GAT3	-0.173
STK17B	-0.939
CNTN6	-0.15825
CYP3A4	-1.14683333333333
MBOAT2	-0.490357142857143
PISD	0.383375
USP1	-1.20375
PYDC1	1.27266666666667
CENPM	-1.19925
SAR1B	0.1385
TTC7B	-0.35175
DP58	-0.458
GPC1	0.23975
RBL1	-1.70825
TMEM137	-2.57083333333333
TOB1	0.542083333333333
TCEAL1	2.409
CENPF	-1.62963636363636
C6	0.289666666666667
PRSS1	-2.1335
PPIL6	1.12183333333333
C6orf124	-0.922
ODZ4	-0.035
SNCB	0.31675
NDUFB9	0.085875
CNOT6L	0.203333333333333
S100A9	-0.126333333333333
TRIM50	0.598
KCTD1	2.8656
WDR63	0.76
SPEF2	1.937625
RNGTT	-0.801166666666667
CXorf22	0.723
KCNK16	0.26175
CEP250	-1.02025
ATPBD1B	-0.63575
KCNJ2	3.5505
MT1B	-1.992
ZNF684	-1.093
SLC4A1	0.2955
PDHA1	-1.09
ZNF492	0.2495
TKT	-0.78
BYSL	-0.0955
RNF38	0.056625
AHDC1	0.7485
KLHL2	-0.86625
CMTM8	0.06025
DMP1	-0.1485
HERPUD2	-0.319375
CRTAM	1.637
ZNF572	1.244
TMEM16J	0.5945
HSD17B2	-4.64525
UBE2G1	0.332
AHSA2	-2.87675
PELI2	-0.0765
TPX2	-2.035375
ATP9B	1.93333333333333
DAZAP1	0.10025
HMGCS2	-0.225
C17orf38	0.59375
B9D1	-0.44375
NKX2-5	-0.804333333333333
KIAA1276	-0.1985
LILRB2	2.898
CSTF1	0.3615
BTN2A1	-0.3225
C15orf48	5.5165
IGF2BP3	-4.0145
FAM113B	-0.508333333333333
HRG	0.286375
ZNF131	-0.3385
USP47	0.787357142857143
CCDC88B	-1.6325
HCN1	-0.267777777777778
HTN1	-0.1942
SYCP3	-0.46925
C13orf23	0.005
PAPOLA	-0.1221875
AATK	-0.0381
MSH3	0.296833333333333
NDUFAB1	-0.77275
ITLN2	-0.988666666666667
BAK1	-0.4315
MRPL45	-0.0823333333333333
MTNR1B	0.532
LOC645843	-0.181
SPECC1L	-0.481375
PGCP	0.38425
SPN	-1.052375
GPR143	1.60833333333333
ZNF576	0.0483333333333333
TMEM39A	-0.0986
ATP5D	-0.729833333333333
MAGEB3	-2.894
RPS5	0.489333333333333
ANP32E	-1.416
MTMR1	0.15875
YEATS4	-0.17925
SYNGAP1	0.3905
PCOLCE	-1.10983333333333
MNS1	1.83425
PCYT2	0.00400000000000002
ZNF182	-0.4185
LAX1	-0.070125
SPPL2B	1.0002
ELOVL5	0.9058
PCDHAC1	-0.034
B4GALNT1	-1.34216666666667
BLOC1S2	0.154375
ZNF673	-0.7138
ARHGAP21	-0.359833333333333
IRX5	3.362125
LRFN5	-0.921166666666667
FAM7A1	-2.08825
RAB19	0.172
GINS1	-1.34975
ITM2B	1.303
PAPSS2	-0.665166666666667
OR5BF1	0.223
ACSL3	0.752625
KIAA1919	-0.526583333333333
GLT8D2	1.291875
UTRN	-0.275071428571429
CNN1	0.2995
HISPPD2A	1.9375
SDAD1	0.613375
SIGLEC9	0.330333333333333
RPL35	0.0342857142857142
C22orf26	-0.147
IMPDH2	-0.68225
WDR69	-0.139333333333333
SEC14L5	-0.518166666666667
CLTA	0.4345
RP11-529I10.4	-0.69575
GPR37L1	0.159333333333333
OGDH	-0.32625
ASB13	1.62833333333333
ZFP14	-0.3085
ZCRB1	-0.00816666666666666
KPNA3	0.046
HSPA1L	1.2875
RHOC	0.298375
LOC554175	-0.22425
PPP3CA	0.4396
SLC1A7	-1.0575
ZNF529	-0.727833333333333
RBED1	0.116
DDB2	-0.4665
FLJ11286	0.801666666666667
SPATA1	0.318
MKNK1	0.109
DYSF	1.4495
ALKBH2	0.26775
NKD1	-3.04166666666667
C1orf174	-0.87675
PLEKHO1	0.0163333333333333
ASB10	-0.05425
RING1	0.134333333333333
NPC2	0.272625
AVPR1B	0.5285
YTHDF1	0.69825
LMAN1L	0.4055
GSG2	-0.7465
CEP170	-1.0301
RPS4Y2	-4.90125
MSH6	-1.1165
HECTD2	-0.7265
ZNF556	-2.85216666666667
PLEKHC1	-1.7605
AIRE	0.143166666666667
BCL2L10	2.1525
LMOD3	0.101833333333333
ZBTB8	0.2694
FOXA2	-3.1073
SLCO2A1	1.6875
C3orf46	0.431
PRDM16	-1.2405
TMEM98	1.07375
FRMD5	-2.9605
PDE6C	-0.281
C1orf216	0.0245
EP400	0.112928571428571
PTK2	0.4915
RNF217	-1.308
NDUFA8	0.1735
ZFAT1	0.63975
LAMP3	1.52866666666667
GLTSCR2	-0.06325
NPW	0.3015
LLGL2	0.5201
PPM1K	-0.0818333333333334
C20orf177	1.4045
KIR2DL4	0.1975
NFKB2	0.0565
C21orf122	-0.541333333333333
HESX1	-0.566
GPR114	-0.428166666666667
SLC25A35	-0.0645
GNAT1	-0.14675
ORAI3	0.6545
FAM76B	-0.778
TMEM99	0.2926
TRIM29	-2.2162
CDS1	2.982
RHEB	-0.2062
C4orf27	-0.3085
RAB3A	-0.24675
OTUD6B	-1.13875
GPD1	-1.235375
CDH15	-1.093
NPM1	-0.183428571428571
TMEM117	0.1
PRPS2	0.34775
GCK	0.147
ADRA2A	2.96366666666667
TSPYL4	0.3445
TASP1	0.53075
WDR19	1.03875
C10orf38	-2.322
PDE4C	-0.604333333333333
FYB	-0.258416666666667
C1orf55	0.129333333333333
PPFIA3	0.592
RAD18	-0.464
C12orf44	0.327333333333333
CRYBA4	-0.507
HVCN1	0.70125
TAF10	0.355166666666667
C16orf48	-0.549333333333333
DEPDC5	0.7405
LTBP1	-2.2545
MAPRE1	-0.187
FGF8	0.181
C3orf52	0.727125
SENP7	-0.423666666666667
LRRK2	-0.3555
RUNDC2A	-0.0625
KIAA0355	-0.220166666666667
CPEB1	-2.24275
PPEF2	0.6265
ABI2	-0.438333333333333
KIAA0317	0.16075
ATF1	-1.06483333333333
DYNC1H1	0.7065
DIP	-0.0185
TMEM33	0.784888888888889
POLDIP3	-0.04325
C7orf24	-0.0495
GPR171	1.1985
CDC6	-1.54766666666667
PLD1	-0.9045
ITFG2	-0.2959
NDUFC1	0.79425
AKNA	-1.05025
NBR1	1.14675
PKHD1	0.154857142857143
HPS4	-0.5093
MAFA	1.0415
ULBP3	-0.61
DIRC1	0.049
IMMT	-0.47475
C22orf13	0.0856666666666667
CEL	0.09225
MARK3	-0.36375
ADAMTS2	-0.0276666666666667
